Store_ID,Metratura_scaled,FTE_scaled,PTE_scaled,QAC_Oct_scaled,QAC_Nov_scaled,QAC_Dec_scaled,QAC_Jan_scaled,QAC_Feb_scaled,QAC_Mar_scaled,TNPS_Oct_scaled,TNPS_Nov_scaled,TNPS_Dec_scaled,TNPS_Jan_scaled,TNPS_Feb_scaled,Tipologia_encoded,Localita_encoded,area_encoded,SM si/no_encoded,Provincia_encoded,Footfall,night_Fixed_CB_%_scaled_200,midday_Fixed_CB_%_scaled_200,CB_Night_scaled_200,CB_Midday_scaled_200,CB_Weekend_scaled_200,night_MEAN_scaled_ARPU_200,night_MIN_scaled_ARPU_200,night_MAX_scaled_ARPU_200,midday_MEAN_scaled_ARPU_200,midday_MIN_scaled_ARPU_200,midday_MAX_scaled_ARPU_200,weekend_MEAN_scaled_ARPU_200,weekend_MIN_scaled_ARPU_200,weekend_MAX_scaled_ARPU_200,night_Fixed_CB_%_scaled_500,midday_Fixed_CB_%_scaled_500,CB_Night_scaled_500,CB_Midday_scaled_500,CB_Weekend_scaled_500,night_MEAN_scaled_ARPU_500,night_MIN_scaled_ARPU_500,night_MAX_scaled_ARPU_500,midday_MEAN_scaled_ARPU_500,midday_MIN_scaled_ARPU_500,midday_MAX_scaled_ARPU_500,weekend_MEAN_scaled_ARPU_500,weekend_MIN_scaled_ARPU_500,weekend_MAX_scaled_ARPU_500,night_Fixed_CB_%_scaled_1000,midday_Fixed_CB_%_scaled_1000,CB_Night_scaled_1000,CB_Midday_scaled_1000,CB_Weekend_scaled_1000,night_MEAN_scaled_ARPU_1000,night_MIN_scaled_ARPU_1000,night_MAX_scaled_ARPU_1000,midday_MEAN_scaled_ARPU_1000,midday_MIN_scaled_ARPU_1000,midday_MAX_scaled_ARPU_1000,weekend_MEAN_scaled_ARPU_1000,weekend_MIN_scaled_ARPU_1000,weekend_MAX_scaled_ARPU_1000,Footfall_classif
78,0.3070539419087137,0.5,0.0,0.1652892561983471,0.3027522935779817,0.2435897435897436,0.3125,0.4166666666666667,0.2790697674418605,0.7772727272727272,0.725,0.75,0.875,0.76,1,101,3,0,31,0.3067442988840369,0.4077669902912621,0.5325365205843293,0.2749904251244734,0.2899272309459977,0.29744350823439303,0.28697337315184385,0.9893858860206196,0.055628264980058614,0.3730063620332435,0.9897970083613854,0.13236832634567933,0.2661082818765597,0.9946339466619408,0.10936017900982012,0.7287320965106219,0.5281781054494152,0.0901670224789652,0.0950646741177948,0.0975291975386161,0.28697337315184385,0.9893858860206196,0.055628264980058614,0.3730063620332435,0.9897970083613854,0.13236832634567933,0.2661082818765597,0.9946339466619408,0.10936017900982012,0.7017278198408076,0.6356134452219244,0.06060284064746928,0.06364892147486984,0.057304395565473024,0.2671929384751738,0.9945600115528482,0.11485490960427705,0.3459657698087141,0.9991296156203312,0.15009653944446266,0.337969779505255,0.9987626160526079,0.23377754873924364,1
147,0.14107883817427386,0.25,0.0,0.008264462809917356,0.09174311926605504,0.038461538461538464,0.140625,0.05,0.13953488372093026,0.8636363636363636,0.706,0.455,0.932,0.64,1,159,2,1,50,0.11761280931586607,0.2870229007633588,0.56302652637314,0.24971275373420146,0.2477977786288778,0.24147836078130985,0.2356670661889127,0.9904101901056026,0.023330538122455446,0.23770872562023865,0.9917524987755982,0.028980488140861925,0.1932264973568496,0.9991868859077846,0.0763326602291509,0.5129468672058046,0.5587789784204956,0.08187868893633052,0.08125078488007033,0.07917870149441165,0.2356670661889127,0.9904101901056026,0.023330538122455446,0.23770872562023865,0.9917524987755982,0.028980488140861925,0.1932264973568496,0.9991868859077846,0.0763326602291509,0.4997142857142857,0.5616032049397237,0.024581163886232424,0.0240144511741579,0.02335476215775865,0.16518489682574933,0.9951360382704236,0.020625675697174314,0.2121739525350156,1.0,0.030913052127589817,0.21846453550463496,1.0,0.07035768799580366,0
267,0.2074688796680498,0.25,0.0,0.14049586776859505,0.2874617737003058,0.11538461538461538,0.109375,0.11666666666666667,0.06976744186046513,0.7363636363636363,0.4,0.773,0.762,0.6,1,279,0,0,1,0.1363415817564289,0.20136054421768707,0.14677094092764745,0.2803523554193796,0.3607813098429721,0.25473956338567605,0.4000461936115865,0.9904101901056026,0.07009584619108805,0.3961024111181065,0.9917524987755982,0.14690672222573292,0.41059658094988016,0.9947810299379056,0.0903991782687523,0.3772303351707201,0.15769302124546394,0.14240863995981415,0.17669220143162126,0.1471807107873917,0.4000461936115865,0.9904101901056026,0.07009584619108805,0.3961024111181065,0.9917524987755982,0.14690672222573292,0.41059658094988016,0.9947810299379056,0.0903991782687523,0.6753500321130379,0.6830372418413003,0.0917012007225587,0.091878298445082,0.08811054439839902,0.3250850208534989,0.9863182060800528,0.21954424369370493,0.36211982074647575,0.9930113754887484,0.13119330908530816,0.4399721722333785,0.9911752491302558,0.4482625679378498,0
367,0.1037344398340249,0.625,0.0,0.11570247933884298,0.24464831804281345,0.08974358974358974,0.21875,0.08333333333333333,0.13953488372093026,0.6881818181818182,0.0,0.636,0.737,0.8570000000000001,1,372,2,1,40,0.2253275109170305,0.32362459546925565,0.5186339986270699,0.1171964764458062,0.13098429720413632,0.1026426656453466,0.3441175050960537,0.9904101901056026,0.047796372861585217,0.35066535868529386,0.9822092695011252,0.04243925050839318,0.2960219669882941,0.972307085425482,0.03843529131645523,0.6522367565223676,0.5156240161645438,0.13725982669848047,0.2122315710159488,0.13828017078990332,0.3441175050960537,0.9904101901056026,0.047796372861585217,0.35066535868529386,0.9822092695011252,0.04243925050839318,0.2960219669882941,0.972307085425482,0.03843529131645523,0.5950647748303517,0.5236331265811663,0.057202564375022136,0.07423936528176248,0.051632841001664716,0.2673064010308116,0.9760312136778296,0.04515926797319051,0.3005164470875256,0.9957523301409564,0.05572220073195546,0.3542241978105456,0.9906851990330088,0.3320540317940177,1
26,0.2697095435684647,0.5,0.2,0.2066115702479339,0.06116207951070336,0.1282051282051282,0.40625,0.2833333333333333,0.3488372093023256,0.8636363636363636,0.7070000000000001,0.846,0.8635,0.821,1,34,3,0,20,0.18971373119844734,0.1694915254237288,0.6920264148883917,0.021447721179624662,0.02680965147453083,0.015271926464955956,0.3769274566812044,0.9925426388472479,0.016027712659211497,0.3445946996136639,0.9917524987755982,0.031170019874496007,0.31291672014340954,0.9991868859077846,0.09748714240606347,0.5742249634799546,0.5037930317649579,0.03792540499811629,0.09682280547532338,0.044565490393067946,0.3769274566812044,0.9925426388472479,0.016027712659211497,0.3445946996136639,0.9917524987755982,0.031170019874496007,0.31291672014340954,0.9991868859077846,0.09748714240606347,0.6398042414355628,0.5888134653302661,0.06492402507703751,0.10236248361846066,0.05802164134169235,0.3804792640997422,0.99431685829745,0.3509486202239881,0.4224942789330355,0.9993507541179448,0.35727674772430656,0.44453089883935215,0.9819881728530164,0.34195205356131475,0
335,0.0912863070539419,0.375,0.0,0.033057851239669415,0.12844036697247707,0.02564102564102564,0.078125,0.08333333333333333,0.09302325581395347,0.5736363636363636,0.0,0.684,0.825,0.7270000000000001,3,36,1,1,22,0.15555555555555556,0.2894736842105263,0.5452087233395735,0.2899272309459977,0.25315970892378403,0.19446572194561468,0.3345333039039237,0.9900248384643896,0.13876225560833882,0.3553615594318544,0.9917524987755982,0.19833243197336384,0.2920722829545169,0.9987981194045622,0.1302954565695422,0.4717699957915255,0.5199218876170454,0.3364309933442169,0.3828958935074721,0.3042352128594751,0.3345333039039237,0.9900248384643896,0.13876225560833882,0.3553615594318544,0.9917524987755982,0.19833243197336384,0.2920722829545169,0.9987981194045622,0.1302954565695422,0.462646514497224,0.5399257365629305,0.2294478093011724,0.2682322105337725,0.2378112492473347,0.4398191318929821,0.9811113265153192,0.5059107004037176,0.4054605559125586,0.9999998190003492,0.6796222141163869,0.4616868345116152,0.9739611236533501,0.4989005181826454,0
173,0.13278008298755187,0.375,0.0,0.09090909090909093,0.10703363914373087,0.05128205128205128,0.15625,0.08333333333333333,0.11627906976744184,0.6209090909090909,0.516,0.5,0.86,0.519,1,1,0,1,1,0.1894226103833091,0.389937106918239,0.6066998580893619,0.546916890080429,0.2780543852929912,0.2218977403293757,0.2470813958886518,0.9875955314806422,0.06561809192926459,0.2627765975045851,0.9917524987755982,0.021625036095079268,0.1895260152264725,0.9963472846855193,0.0727934453001608,0.700813616104813,0.6195268630635363,0.4152957428104986,0.27502197664196915,0.3215339696094437,0.2470813958886518,0.9875955314806422,0.06561809192926459,0.2627765975045851,0.9917524987755982,0.021625036095079268,0.1895260152264725,0.9963472846855193,0.0727934453001608,0.6438603621912117,0.6789162672413391,0.2612191407218504,0.2096128643785641,0.24895069599404954,0.2541126967499161,0.9858542308979557,0.3065004999229368,0.3038228588126073,1.0,0.2429527226824197,0.3413498706254285,0.9681308630836696,0.7409911848673795,0
205,0.17012448132780086,0.625,0.0,0.0743801652892562,0.06422018348623854,0.038461538461538464,0.125,0.21666666666666667,0.09302325581395347,0.5454545454545454,0.624,0.5429999999999999,0.8295,0.674,2,70,0,1,16,0.5779718583212032,0.3247863247863248,0.6672084464794223,0.08847184986595175,0.12715434699348907,0.14132516277288393,0.42905406182227396,0.9619501037077396,0.03920279535158422,0.34042458440012474,0.9917524987755982,0.04740149873065338,0.37702284356331395,0.9602095380948679,0.1326008040172246,0.6652737591482919,0.6371320736012533,0.21147808614843647,0.16187366570388045,0.1962200175813136,0.42905406182227396,0.9619501037077396,0.03920279535158422,0.34042458440012474,0.9917524987755982,0.04740149873065338,0.37702284356331395,0.9602095380948679,0.1326008040172246,0.6576773319790079,0.5628954720675999,0.13926964899231395,0.15545638083094251,0.1242074876917083,0.3586920531768941,0.9654070840265816,0.21622114324820368,0.5584737264907403,0.9926436492426356,0.26212176281889743,0.4889689768306724,0.974847817476625,0.2313422837189125,2
163,0.3070539419087137,0.25,0.0,0.033057851239669415,0.0581039755351682,0.07692307692307693,0.03125,0.05,0.04651162790697674,0.4809090909090909,0.5479999999999999,0.632,0.8,0.8420000000000001,3,171,0,1,0,0.14623968947113053,0.4911032028469751,0.7762261220400981,0.10647261585599388,0.10953657602451168,0.08215243201838376,0.3165717211806943,0.9904101901056026,0.02510958148598994,0.3810178932150936,0.9917524987755982,0.02728991113013956,0.3195135318242701,0.9642200617985336,0.06513016949102393,0.7229369643551181,0.6118514774889454,0.18837121687806105,0.24827326384528445,0.22295303277659176,0.3165717211806943,0.9904101901056026,0.02510958148598994,0.3810178932150936,0.9917524987755982,0.02728991113013956,0.3195135318242701,0.9642200617985336,0.06513016949102393,0.6820187607345752,0.6377922018595533,0.08915099351822335,0.098395494633939,0.08837176353912089,0.26466510461869475,0.9915216217170281,0.1884731147475692,0.3423152184442614,0.9845521457259759,0.2497823916011203,0.3315552823324893,0.9904968231492276,0.1773938526548569,0
271,0.1867219917012448,0.75,0.0,0.17355371900826447,0.01834862385321101,0.2435897435897436,0.34375,0.18333333333333326,0.41860465116279066,0.5963636363636364,0.522,0.703,0.8335,0.6509999999999999,2,282,0,1,16,0.6667637069383794,0.2359550561797753,0.5851305687256004,0.13519724243584832,0.0834929145921103,0.09148793565683648,0.31060299758638404,0.8976504695153982,0.025422142180091617,0.2721041061737704,0.8988670603985429,0.029899992748648036,0.2713661763030573,0.9056051585789088,0.021589582312144463,0.4590467870316443,0.4098651479488558,0.1277156850433254,0.15333417053874168,0.17419628280798696,0.31060299758638404,0.8976504695153982,0.025422142180091617,0.2721041061737704,0.8988670603985429,0.029899992748648036,0.2713661763030573,0.9056051585789088,0.021589582312144463,0.4590044516390126,0.4238265009360539,0.08730917720398115,0.07338929621365069,0.084984769595863,0.2833939233722811,0.9429717658066684,0.04709100315479337,0.4930267363782291,0.9586569005531884,0.7687737386794995,0.4188491510509518,0.7284440344342811,0.34838500803437344,2
70,0.1867219917012448,0.5,0.0,0.0743801652892562,0.3883792048929664,0.1794871794871795,0.171875,0.2,0.13953488372093026,0.5790909090909091,0.0,0.653,0.87,0.5670000000000001,2,89,3,1,47,0.4136826783114993,0.12698412698412698,0.7893720625771148,0.02297970126388357,0.07085407889697434,0.1472137112217541,0.4136227366432654,0.9904101901056026,0.012982864736848669,0.4188910845052986,0.9917524987755982,0.1696370472555905,0.3267348529376793,0.9035861142175512,0.14502170854102933,0.4783069547830696,0.6327875585013234,0.0512369709908326,0.038678889865628535,0.06671480597764662,0.4136227366432654,0.9904101901056026,0.012982864736848669,0.4188910845052986,0.9917524987755982,0.1696370472555905,0.3267348529376793,0.9035861142175512,0.14502170854102933,0.4902572523262178,0.4682452297892832,0.0429284879396451,0.043636878829738254,0.04731608401515957,0.2918763197841613,0.9951360382704236,0.04062774684853701,0.423280563012035,0.9991953039379962,0.32205032137695483,0.3653513175424723,0.9740179137343432,0.15658821345984858,2
53,0.2199170124481328,0.0,0.0,0.12396694214876032,0.01834862385321101,0.01282051282051282,0.03125,0.13333333333333333,0.18604651162790692,0.5718181818181818,0.484,0.467,0.7435,0.742,6,36,1,0,22,0.6026200873362445,0.3292547274749722,0.6280496731150862,0.34316353887399464,0.7736499425507468,0.4624186135580238,0.22080212644537994,0.988800167133192,0.03195453916966399,0.3314278868403445,0.9857963452684798,0.1340204972300239,0.17372107500567602,0.9740268158187366,0.3582615298367954,0.5543317286524684,0.6240404771815327,0.3413286449830466,0.6012809242747709,0.4566746201180461,0.22080212644537994,0.988800167133192,0.03195453916966399,0.3314278868403445,0.9857963452684798,0.1340204972300239,0.17372107500567602,0.9740268158187366,0.3582615298367954,0.5527441428902806,0.6231302822306611,0.25427690999893743,0.3714801827648497,0.2827099493500514,0.2468438423563861,0.9676348460968076,0.5059107004037176,0.3082094424795441,0.9973489294870348,0.6796222141163869,0.263369909306692,0.974640303503408,0.4989005181826454,2
144,0.2199170124481328,0.375,0.0,0.18181818181818185,0.28440366972477066,0.08974358974358974,0.1875,0.21666666666666667,0.2325581395348837,0.6190909090909091,0.718,0.667,0.8075,0.6,1,157,2,1,50,0.2313440077632217,0.2813186813186813,0.5461416138023015,0.34737648410570665,0.3558023745691306,0.3203753351206434,0.19083933486311053,0.9443595890218216,0.026083225287488226,0.2223615871229278,0.9917524987755982,0.14068698196394705,0.15336589247829535,0.9310070639681725,0.4536952596804964,0.5027526928517028,0.5418326692499791,0.1139017958056009,0.1166645736531458,0.10504834861233203,0.19083933486311053,0.9443595890218216,0.026083225287488226,0.2223615871229278,0.9917524987755982,0.14068698196394705,0.15336589247829535,0.9310070639681725,0.4536952596804964,0.5081745543945912,0.5556297560301573,0.057415081642050086,0.06102787518152517,0.05102628130202246,0.1059514874225268,0.9692390639504328,0.0233859863626562,0.1556841866551184,1.0,0.1253823031039322,0.15021860788863128,0.981470295857527,0.4498848913900095,1
168,0.2199170124481328,0.875,0.0,0.15702479338842976,0.1162079510703364,0.1923076923076923,0.34375,0.18333333333333326,0.18604651162790692,0.6409090909090909,0.526,0.539,0.769,0.6,3,70,0,1,16,0.6367782629791363,0.2419825072886297,0.4463372563386301,0.261585599387208,0.3653772500957488,0.4339333588663347,0.7272020911944779,0.9904101901056026,0.21710243343780397,0.7515583543368762,0.9877056578873652,0.1643165194549419,0.7186435795110913,0.9156838985618324,0.5608487646347339,0.3942970297029703,0.4584583322626325,0.5961321110134372,0.6066808991586087,0.5643758633680774,0.7272020911944779,0.9904101901056026,0.21710243343780397,0.7515583543368762,0.9877056578873652,0.1643165194549419,0.7186435795110913,0.9156838985618324,0.5608487646347339,0.3930287096694562,0.44034608275198206,0.4780575921793646,0.7493004639960329,0.4956743881273688,0.7295725132711539,0.0,0.34488480643506936,0.8417427560194547,0.5585731961875329,0.9639706887944534,0.8570045019277113,0.5148087287248759,0.9932236928840172,2
179,0.11618257261410787,0.25,0.2,0.0743801652892562,0.10703363914373087,0.0641025641025641,0.1875,0.16666666666666666,0.11627906976744184,0.6690909090909091,0.615,1.0,0.9475,0.9440000000000001,3,130,2,1,56,0.18088306647258606,0.4117647058823529,0.7284125148152908,0.2072003063960169,0.2363079279969361,0.2791554959785523,0.3565920828534161,0.9904101901056026,0.06482772046195788,0.3561776031506961,0.9917524987755982,0.09087964615973064,0.3729287066403881,0.9490066811591112,0.13889641039609546,0.6858559490894488,0.6328688020026855,0.08012055757880196,0.12884591234459375,0.18903051613713426,0.3565920828534161,0.9904101901056026,0.06482772046195788,0.3561776031506961,0.9917524987755982,0.09087964615973064,0.3729287066403881,0.9490066811591112,0.13889641039609546,0.6681623931623931,0.5918403131753864,0.04399107427478483,0.07742712428718168,0.08809283462614671,0.2969525363193073,0.9859043034568998,0.062237783478339866,0.4050176210025945,0.9917084299296728,0.34700402535635044,0.4321261648261423,0.0,0.6916404181489683,0
250,0.25311203319502074,0.375,0.0,0.02479338842975207,0.0856269113149847,0.07692307692307693,0.046875,0.05,0.18604651162790692,0.5190909090909089,0.684,0.633,0.7609999999999999,0.65,3,70,0,1,16,0.19320718098010675,0.23758642363293525,0.5189370161121574,0.6081960934507852,0.40559172730754495,0.4400134048257373,0.6565867734472564,0.946398251135944,0.2547260971869879,0.7311929595704985,0.9458980253069992,0.3219508724866325,0.6747325334483143,0.9547849273241722,0.2161892160436935,0.44339260663815,0.4628669769992095,0.6120808740424464,0.6069320607811127,0.5551770689438654,0.6565867734472564,0.946398251135944,0.2547260971869879,0.7311929595704985,0.9458980253069992,0.3219508724866325,0.6747325334483143,0.9547849273241722,0.2161892160436935,0.4289949833718505,0.4512873784558515,0.6281656217901038,0.6616016718025006,0.5638924308433394,0.686292954480751,0.2607242363146888,0.4824047970204106,0.8339030967697024,0.4195202044160991,0.3347511310111374,0.8086555789806924,0.6419281564260599,0.6520318250664296,1
113,0.2821576763485477,0.375,0.0,0.0743801652892562,0.048929663608562685,0.0641025641025641,0.203125,0.08333333333333333,0.04651162790697674,0.5254545454545454,0.667,0.706,0.6875,0.733,0,132,1,0,49,0.25686559922367785,0.23430962343096234,0.4649999037665762,0.09038682497127536,0.06932209881271544,0.06668900804289545,0.16643694490392866,0.9904101901056026,0.018106507982058984,0.0803533790275503,0.9917524987755982,0.022977353575943944,0.0268558024108555,0.9991868859077846,0.008453546382831363,0.4187414557355317,0.4603959132631794,0.029637071455481605,0.022730126836619367,0.021866758759261588,0.16643694490392866,0.9904101901056026,0.018106507982058984,0.0803533790275503,0.9917524987755982,0.022977353575943944,0.0268558024108555,0.9991868859077846,0.008453546382831363,0.41394700139470014,0.4629920416065382,0.008252753869585239,0.0063046789218290655,0.006061169553359544,0.08569520635430193,0.9951360382704236,0.015387177731800376,0.03375621725664957,1.0,0.015408039575469957,0.022128843909013485,1.0,0.002089210185797115,1
32,0.14522821576763487,0.25,0.0,0.049586776859504134,0.3853211009174312,0.14102564102564102,0.21875,0.11666666666666667,0.11627906976744184,0.8081818181818182,0.812,0.929,0.875,0.75,1,41,1,0,26,0.2000970402717128,0.3484688489968321,0.4969672450741552,0.3615472998851015,0.4036767522022214,0.32664687859057834,0.196657293815364,0.9898635994226496,0.0196939291520098,0.19564195366242185,0.9917524987755982,0.02572563785142433,0.16083809850552255,0.9986354515144168,0.11227029681714563,0.4943562064539787,0.4879944509634938,0.4336305412532965,0.39495165138766797,0.3582035664950396,0.196657293815364,0.9898635994226496,0.0196939291520098,0.19564195366242185,0.9917524987755982,0.02572563785142433,0.16083809850552255,0.9986354515144168,0.11227029681714563,0.4829698237227367,0.5335706976118775,0.2368859136471505,0.2569687953812914,0.21915400417950626,0.1478486169762917,0.9937080289378464,0.13701636978024267,0.1710784448004452,0.9881248797583652,0.15500249003248376,0.1845397160307344,0.9926946897751228,0.3690880374697842,1
229,0.2904564315352697,0.375,0.0,0.06611570247933883,0.1651376146788991,0.1794871794871795,0.140625,0.18333333333333326,0.16279069767441862,0.8563636363636364,0.455,0.7070000000000001,0.815,0.909,3,99,1,1,23,0.3495390587093644,0.3052959501557632,0.35906649921180034,0.12179241669858293,0.16813481424741478,0.1026426656453466,0.28161468038312715,0.9904101901056026,0.03634758674330287,0.3130013126830266,0.9872025944962719,0.04948803258759788,0.2401415001031555,0.9991868859077846,0.03753560956955515,0.588629830725008,0.4927324615478968,0.1475574532211478,0.20720833856586715,0.16857654150445814,0.28161468038312715,0.9904101901056026,0.03634758674330287,0.3130013126830266,0.9872025944962719,0.04948803258759788,0.2401415001031555,0.9991868859077846,0.03753560956955515,0.5595971925541654,0.4813208083388336,0.11585733007473525,0.150958098678851,0.12418977791945594,0.1512145950143301,0.9815421285916156,0.04230871536740928,0.21275646333301168,0.9892260673219886,0.09053581179408862,0.1886016720432584,0.984235676424126,0.058282420468637824,2
213,0.1078838174273859,0.375,0.2,0.05785123966942149,0.07339449541284404,0.11538461538461538,0.09375,0.13333333333333333,0.16279069767441862,0.4054545454545454,0.489,0.48,0.8125,0.7000000000000001,1,225,0,1,16,0.1666181465308103,0.3814919735599622,0.7116384421761455,0.4044427422443509,0.4710838759096132,0.4188529299119112,0.3807367382477003,0.9904101901056026,0.13662551553984612,0.3615730206913239,0.9917524987755982,0.0347192714856974,0.3901324252026109,0.9156838985618324,0.2728342284651734,0.6817752596789424,0.7079312740604529,0.13261333668215494,0.15446439784001004,0.137338314705513,0.3807367382477003,0.9904101901056026,0.13662551553984612,0.3615730206913239,0.9917524987755982,0.0347192714856974,0.3901324252026109,0.9156838985618324,0.2728342284651734,0.603988603988604,0.7011220785953973,0.05366060992455637,0.0606736797364786,0.05548914390960933,0.3674664209064554,0.9758150257817568,0.13423442081116138,0.3584437862782509,0.9846870184706008,0.026799691302256942,0.4690957782564234,0.9773058126801268,0.2679864163425535,0
349,0.16182572614107885,0.375,0.2,0.008264462809917356,0.003058103975535168,0.01282051282051282,0.0,0.0,0.02325581395348837,0.5709090909090908,0.615,0.6900000000000001,0.8049999999999999,0.667,2,359,2,0,70,0.3169335274138768,0.33746898263027303,0.6435959103638901,0.15319800842589046,0.11030256606664113,0.10585024894676368,0.2497953356310225,0.9835438729350064,0.02866721482123942,0.3554250395480693,0.9848768756455508,0.03923116849709092,0.2296912396433185,0.9922597216480836,0.06341640956946082,0.6031005085620225,0.6396413272811822,0.05023232450081628,0.03616727364058772,0.03470739670978275,0.2497953356310225,0.9835438729350064,0.02866721482123942,0.3554250395480693,0.9848768756455508,0.03923116849709092,0.2296912396433185,0.9922597216480836,0.06341640956946082,0.5047619047619047,0.4445097766822379,0.049870718662558,0.05961109340133886,0.04215368540360572,0.19751081997004533,0.9874103319090052,0.035385471055809005,0.3480400415520559,0.9938769462064496,0.030593724467694542,0.3184593783550295,0.995579511761668,0.057367347940011325,1
129,0.14107883817427386,0.375,0.0,0.06611570247933883,0.2385321100917432,0.11538461538461538,0.171875,0.26666666666666666,0.16279069767441862,0.6445454545454545,0.0,0.617,0.7885,0.679,2,148,2,1,62,0.458806404657933,0.24175824175824176,0.4359336846163732,0.10340865568747606,0.05821524320183837,0.08784948295672156,0.28683993230977983,0.9904101901056026,0.023604083728331053,0.2448609653140796,0.9917524987755982,0.01989601005499192,0.27418706738670584,0.8819247826589764,0.13407146658188746,0.8018296126190566,0.7671263320228777,0.032651010925530584,0.02084641466783876,0.026167901544643983,0.28683993230977983,0.9904101901056026,0.023604083728331053,0.2448609653140796,0.9917524987755982,0.01989601005499192,0.27418706738670584,0.8819247826589764,0.13407146658188746,0.7766769865841073,0.7122734439328429,0.03410902135798534,0.031310877342117384,0.03236903623419403,0.22464103300309235,0.9951360382704236,0.10132954575321483,0.3091501684341934,0.9895850930392608,0.1785494235803803,0.28576573648981085,0.9681308630836696,0.2283494530541668,2
151,0.26141078838174275,0.25,0.0,0.033057851239669415,0.21406727828746172,0.02564102564102564,0.109375,0.11666666666666667,0.02325581395348837,0.5863636363636363,0.703,0.667,0.775,0.6,1,163,2,0,14,0.13294517224648228,0.2261904761904762,0.3698349832397712,0.19188050555342773,0.2585216392186901,0.2244350823439295,0.3189975276910552,0.9904101901056026,0.2485083849162153,0.3952896514269762,0.9917524987755982,0.1200543182052266,0.2683425155299207,0.9991868859077846,0.2411204963503821,0.4042314945780293,0.3648849558525893,0.06291598643727238,0.08476704759512746,0.07359035539369584,0.3189975276910552,0.9904101901056026,0.2485083849162153,0.3952896514269762,0.9917524987755982,0.1200543182052266,0.2683425155299207,0.9991868859077846,0.2411204963503821,0.4432805521721478,0.3852540457523792,0.028866928771296006,0.03102752098608012,0.02691885382353983,0.2301204508115059,0.9951360382704236,0.2464271470851005,0.3491355712777597,1.0,0.10610552827616516,0.2884370149970316,1.0,0.2360907698841619,0
221,0.1908713692946058,0.25,0.2,0.0743801652892562,0.13149847094801226,0.02564102564102564,0.15625,0.08333333333333333,0.2558139534883721,0.8545454545454545,0.778,0.6579999999999999,0.845,0.5710000000000001,1,232,1,0,85,0.3251819505094614,0.10638297872340426,0.23973670535250305,0.03485254691689008,0.04289544235924933,0.0264745308310992,0.16746341324681024,0.9904101901056026,0.021692031436334414,0.15043491722537244,0.9917524987755982,0.028188375502290294,0.12465892199786333,0.9991868859077846,0.01357735739458624,0.17156435643564358,0.19282197563945996,0.015320858972748966,0.016827828707773454,0.012228431495667463,0.16746341324681024,0.9904101901056026,0.021692031436334414,0.15043491722537244,0.9917524987755982,0.028188375502290294,0.12465892199786333,0.9991868859077846,0.01357735739458624,0.3268722466960352,0.231351009226498,0.007827719335529346,0.007686041157510716,0.005782240640385365,0.07656772463223592,0.9951360382704236,0.0189826312064614,0.104797944070685,1.0,0.02027661580350447,0.1389331017336224,1.0,0.007242412084552031,1
222,0.14937759336099585,0.125,0.4,0.0,0.07951070336391437,0.05128205128205128,0.125,0.08333333333333333,0.13953488372093026,0.6727272727272727,0.688,0.556,0.889,0.5,1,234,2,1,56,0.12576419213973802,0.2647058823529412,0.4832682854221156,0.07698199923400996,0.08655687476062811,0.09479126771351973,0.5645748583255623,0.9904101901056026,0.050206998550571987,0.6413114447119757,0.9884824679798726,0.06057683731063425,0.4700735806575922,0.9901249635949982,0.1273804750046954,0.4730634828188701,0.4787307220625117,0.02524174306166018,0.0283812633429612,0.031081250784880075,0.5645748583255623,0.9904101901056026,0.050206998550571987,0.6413114447119757,0.9884824679798726,0.06057683731063425,0.4700735806575922,0.9901249635949982,0.1273804750046954,0.5600515463917525,0.4817192449239779,0.02727304926858641,0.02684801473453052,0.02732617858534339,0.4565478519850731,0.9944882089667456,0.07286444827956548,0.5388246097212727,0.9985445166568196,0.05053664875893415,0.5518426386834141,0.9975371783815052,0.12169832008100792,0
240,0.1037344398340249,0.375,0.6000000000000001,0.14049586776859505,0.0,0.07692307692307693,0.140625,0.05,0.06976744186046513,0.5290909090909091,0.537,0.667,0.8170000000000001,0.5479999999999999,2,246,0,1,54,0.32023289665211063,0.08888888888888889,0.5679340252160084,0.0160857908847185,0.1126005361930295,0.2814055917273076,0.2907315846347051,0.9904101901056026,0.011646537664824996,0.2560135516780833,0.9917524987755982,0.045431509379638656,0.2880942202971409,0.974618878399036,0.29849925888713325,0.15885588558855887,0.5637043218178215,0.005274394072585709,0.03692075850809996,0.0922705010674369,0.2907315846347051,0.9904101901056026,0.011646537664824996,0.2560135516780833,0.9917524987755982,0.045431509379638656,0.2880942202971409,0.974618878399036,0.29849925888713325,0.15703703703703706,0.5818621641986742,0.0013813622356816492,0.010307087450855384,0.02591825169128325,0.2368294838583178,0.9951360382704236,0.008909316683196609,0.22439405461961992,1.0,0.036386605912668166,0.3306620010540907,0.9933229818213608,0.2937986649205409,1
